trial_nr	onset	event_type	phase	response	nr_frames	onset_abs	duration
0	0.14993977546691895	stim	0		827	12.305240869522095	6.891610145568848
0	7.033496856689453	response	0	space		19.18879795074463	
1	7.041549921035767	stim	0		4974	19.196851015090942	41.449766874313354
1	48.48065686225891	pulse	0	t		60.63595795631409	
1	48.49131679534912	stim	1		73263	60.6466178894043	610.5220091342926
1	50.07545781135559	pulse	1	t		62.23075890541077	
1	51.674793004989624	pulse	1	t		63.8300940990448	
1	53.27482891082764	pulse	1	t		65.43013000488281	
1	54.87480092048645	pulse	1	t		67.03010201454163	
1	56.47481179237366	pulse	1	t		68.63011288642883	
1	58.07537078857422	pulse	1	t		70.2306718826294	
1	59.67537188529968	pulse	1	t		71.83067297935486	
1	61.2753849029541	pulse	1	t		73.43068599700928	
1	62.87473177909851	pulse	1	t		75.03003287315369	
1	64.47472500801086	pulse	1	t		76.63002610206604	
1	66.07475590705872	pulse	1	t		78.23005700111389	
1	67.67473196983337	pulse	1	t		79.83003306388855	
1	69.27471780776978	pulse	1	t		81.43001890182495	
1	70.87469482421875	pulse	1	t		83.02999591827393	
1	72.47482490539551	pulse	1	t		84.63012599945068	
1	74.07535099983215	pulse	1	t		86.23065209388733	
1	75.67543196678162	pulse	1	t		87.83073306083679	
1	77.27537393569946	pulse	1	t		89.43067502975464	
1	78.87524485588074	pulse	1	t		91.03054594993591	
1	80.47471690177917	pulse	1	t		92.63001799583435	
1	82.07468390464783	pulse	1	t		94.229984998703	
1	83.67452692985535	pulse	1	t		95.82982802391052	
1	85.27457094192505	pulse	1	t		97.42987203598022	
1	86.87462592124939	pulse	1	t		99.02992701530457	
1	88.47455978393555	pulse	1	t		100.62986087799072	
1	90.08296179771423	pulse	1	t		102.23826289176941	
1	91.6751708984375	pulse	1	t		103.83047199249268	
1	93.27511477470398	pulse	1	t		105.43041586875916	
1	94.87512397766113	pulse	1	t		107.03042507171631	
1	96.47520089149475	pulse	1	t		108.63050198554993	
1	98.07518291473389	pulse	1	t		110.23048400878906	
1	99.6745867729187	pulse	1	t		111.82988786697388	
1	101.27453398704529	pulse	1	t		113.42983508110046	
1	102.87453389167786	pulse	1	t		115.02983498573303	
1	104.47447681427002	pulse	1	t		116.6297779083252	
1	106.07514381408691	pulse	1	t		118.23044490814209	
1	107.6751868724823	pulse	1	t		119.83048796653748	
1	109.27514982223511	pulse	1	t		121.43045091629028	
1	110.8751528263092	pulse	1	t		123.03045392036438	
1	112.47512888908386	pulse	1	t		124.63042998313904	
1	114.07513189315796	pulse	1	t		126.23043298721313	
1	115.67513990402222	pulse	1	t		127.83044099807739	
1	117.27443981170654	pulse	1	t		129.42974090576172	
1	118.87444400787354	pulse	1	t		131.0297451019287	
1	120.47449278831482	pulse	1	t		132.62979388237	
1	122.08285093307495	pulse	1	t		134.23815202713013	
1	123.68282794952393	pulse	1	t		135.8381290435791	
1	125.27509498596191	pulse	1	t		137.4303960800171	
1	126.8752019405365	pulse	1	t		139.03050303459167	
1	128.4751489162445	pulse	1	t		140.63045001029968	
1	130.07515597343445	pulse	1	t		142.23045706748962	
1	131.6745707988739	pulse	1	t		143.82987189292908	
1	133.27474284172058	pulse	1	t		145.43004393577576	
1	134.87454295158386	pulse	1	t		147.02984404563904	
1	136.4744849205017	pulse	1	t		148.62978601455688	
1	138.08283185958862	pulse	1	t		150.2381329536438	
1	139.6825828552246	pulse	1	t		151.83788394927979	
1	141.28267288208008	pulse	1	t		153.43797397613525	
1	142.8749918937683	pulse	1	t		155.0302929878235	
1	144.47499680519104	pulse	1	t		156.63029789924622	
1	146.07493782043457	pulse	1	t		158.23023891448975	
1	147.6749927997589	pulse	1	t		159.8302938938141	
1	149.2750289440155	pulse	1	t		161.43033003807068	
1	150.87496280670166	pulse	1	t		163.03026390075684	
1	152.4750030040741	pulse	1	t		164.63030409812927	
1	154.0742859840393	pulse	1	t		166.22958707809448	
1	155.68266987800598	pulse	1	t		167.83797097206116	
1	157.2826008796692	pulse	1	t		169.43790197372437	
1	158.8825168609619	pulse	1	t		171.0378179550171	
1	160.4748568534851	pulse	1	t		172.63015794754028	
1	162.0748689174652	pulse	1	t		174.23017001152039	
1	163.6747977733612	pulse	1	t		175.83009886741638	
1	165.27480578422546	pulse	1	t		177.43010687828064	
1	166.8748528957367	pulse	1	t		179.03015398979187	
1	168.4748568534851	pulse	1	t		180.63015794754028	
1	170.0825219154358	pulse	1	t		182.23782300949097	
1	171.6825988292694	pulse	1	t		183.83789992332458	
1	173.28256583213806	pulse	1	t		185.43786692619324	
1	174.88254189491272	pulse	1	t		187.0378429889679	
1	176.482519865036	pulse	1	t		188.6378209590912	
1	178.0748209953308	pulse	1	t		190.230122089386	
1	179.67484998703003	pulse	1	t		191.8301510810852	
1	181.27480483055115	pulse	1	t		193.43010592460632	
1	182.87483596801758	pulse	1	t		195.03013706207275	
1	184.47482299804688	pulse	1	t		196.63012409210205	
1	186.08243489265442	pulse	1	t		198.2377359867096	
1	187.68206691741943	pulse	1	t		199.8373680114746	
1	189.2826428413391	pulse	1	t		201.4379439353943	
1	190.88260293006897	pulse	1	t		203.03790402412415	
1	192.48250794410706	pulse	1	t		204.63780903816223	
1	194.0824429988861	pulse	1	t		206.23774409294128	
1	195.6746768951416	pulse	1	t		207.82997798919678	
1	197.27469182014465	pulse	1	t		209.42999291419983	
1	198.87464380264282	pulse	1	t		211.029944896698	
1	200.47463297843933	pulse	1	t		212.6299340724945	
1	202.07471585273743	pulse	1	t		214.2300169467926	
1	203.6823718547821	pulse	1	t		215.83767294883728	
1	205.2824318408966	pulse	1	t		217.43773293495178	
1	206.88234186172485	pulse	1	t		219.03764295578003	
1	208.48237085342407	pulse	1	t		220.63767194747925	
1	210.0823929309845	pulse	1	t		222.23769402503967	
1	211.68239092826843	pulse	1	t		223.8376920223236	
1	213.27478098869324	pulse	1	t		225.4300820827484	
1	214.87459778785706	pulse	1	t		227.02989888191223	
1	216.47453594207764	pulse	1	t		228.6298370361328	
1	218.08234882354736	pulse	1	t		230.23764991760254	
1	219.6822419166565	pulse	1	t		231.83754301071167	
1	221.28229689598083	pulse	1	t		233.437597990036	
1	222.88230991363525	pulse	1	t		235.03761100769043	
1	224.48223280906677	pulse	1	t		236.63753390312195	
1	226.08233880996704	pulse	1	t		238.23763990402222	
1	227.68222880363464	pulse	1	t		239.83752989768982	
1	229.282310962677	pulse	1	t		241.43761205673218	
1	230.8822169303894	pulse	1	t		243.03751802444458	
1	232.4745888710022	pulse	1	t		244.62988996505737	
1	234.0745759010315	pulse	1	t		246.22987699508667	
1	235.68217778205872	pulse	1	t		247.8374788761139	
1	237.28218984603882	pulse	1	t		249.437490940094	
1	238.88215684890747	pulse	1	t		251.03745794296265	
1	240.48214077949524	pulse	1	t		252.63744187355042	
1	242.08217787742615	pulse	1	t		254.23747897148132	
1	243.681786775589	pulse	1	t		255.83708786964417	
1	245.28236198425293	pulse	1	t		257.4376630783081	
1	246.8822159767151	pulse	1	t		259.03751707077026	
1	248.4745810031891	pulse	1	t		260.62988209724426	
1	250.08216881752014	pulse	1	t		262.2374699115753	
1	251.68219685554504	pulse	1	t		263.8374979496002	
1	253.28214383125305	pulse	1	t		265.4374449253082	
1	254.88207578659058	pulse	1	t		267.03737688064575	
